Nombre de la evaluación,Componente ambiental,matriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aluminio,Antimonio,Arsénico,Bario,Berilio,Bismuto,Boro,Cadmio,Calcio,Cerio,Cianuro libre,Cobalto,Cobre,Cromo,Cromo Hexavalente,Estaño,Estroncio,Fósforo,Hidrocarburos totales de petróleo (C10-C28),Hidrocarburos totales de petróleo (C28-C40),Hidrocarburos totales de petróleo (C5-C10),Hierro,Litio,Magnesio,Manganeso,Mercurio,Molibdeno,Níquel,Plata,Plomo,Potasio,Selenio,Sodio,Talio,Titanio,Torio,Uranio,Vanadio,Wolframio,Zinc
Shahuindo,Suelo,Nivel de fondo,SUE-Cach51,814181,9158659,17 Sur,WGS84,2126,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Teófilo Espinoza Vigo",Compuesto,Ninguno,Ninguno,5/18/17,7213,3.248,80,73,0.892,0.2854,3.21,0.6859,2581,9496,,16.4,74,12,,1.1,19.5,384,,,,30274,6.61,1186,629,<0.03,0.93,19.5,0.222,19.9,1515,1.81,27,0.1952,7.06,0.9219,0.318,18,0.0349,128
Shahuindo,Suelo,Nivel de fondo,SUE-Cach52,814095,9158615,17 Sur,WGS84,2127,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Teófilo Espinoza Vigo",Compuesto,Ninguno,Ninguno,5/18/17,6543,3.502,93,68,0.811,0.3095,2.38,0.5317,2351,8.729,,13.1,68,11,,0.67,15.9,323,,,,31950,5.99,1149,477,<0.03,0.81,17.1,0.247,19.1,1308,1.56,20,0.1965,5.97,1011,0.3107,17,0.0387,120
Shahuindo,Suelo,Nivel de fondo,SUE-Cach53,814075,9158625,17 Sur,WGS84,2130,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Teófilo Espinoza Vigo",Compuesto,Ninguno,Ninguno,5/18/17,8483,2.702,75,93.4,0.9,0.3814,3.42,0.7029,8483,10.45,,15.9,66,13,,0.65,32.9,441,,,,30698,7.91,1540,696,0.04,1.24,19.9,0.183,19.9,1816,1.87,36,0.2309,6.55,0.8817,0.3869,22,0.0315,127
Shahuindo,Suelo,Nivel de fondo,SUE-Cach54,814078,9158572,17 Sur,WGS84,2131,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Teófilo Espinoza Vigo",Compuesto,Ninguno,Ninguno,5/18/17,8577,3.089,73,83.5,0.903,0.3393,3.6,0.7278,8825,10.41,,16.3,62,13,,0.68,32.3,410,,,,29943,8.05,1543,686,<0.03,1.19,20.5,0.136,20.9,1801,1.77,21,0.2099,7.38,0.8907,0.3745,22,0.0167,119
Shahuindo,Suelo,Nivel de fondo,SUE-Cach55,814041,9158610,17 Sur,WGS84,2132,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Teófilo Espinoza Vigo",Compuesto,Ninguno,Ninguno,5/18/17,8290,2.337,74,95.9,0.888,0.3419,3.15,0.6917,8452,9.415,,43.1,73,12,,1,30.4,385,,,,32587,15,1531,972,0.04,1.16,28,0.114,22,1615,1.85,44,0.191,7.13,0.8953,0.3676,21,0.0622,142
Shahuindo,Suelo,Nivel de fondo,SUE-Cach56,814045,9158559,17 Sur,WGS84,2132,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,7399,2.267,57,77.6,0.788,0.303,2.85,0.6777,8880,8.446,,15.7,56,11,,0.72,30.4,355,,,,27358,7.87,1467,679,0.07,0.981,19.1,0.076,16,1362,1.79,37,0.1857,7.17,1052,0.3474,18,0.056,111
Shahuindo,Suelo,Nivel de fondo,SUE-Cach57,813880,9159538,17 Sur,WGS84,2129,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,7910,2.98,61,64.7,0.847,0.2991,3.3,0.933,2676,13.35,,15.9,61,12,,0.68,20.5,387,,,,27074,7.04,1213,638,0.04,1.23,19.3,0.097,23.4,1700,1.53,18,0.2175,7.39,1.214,0.3538,19,0.0484,127
Shahuindo,Suelo,Nivel de fondo,SUE-Cach58,813809,9159547,17 Sur,WGS84,2130,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,8152,3.521,71,74.5,0.83,0.3111,3.68,0.9719,5997,16.88,,14.5,54,12,,0.7,30.2,481,,,,25751,7.15,1422,650,<0.03,1.64,18.4,0.154,30.9,1905,1.92,21,0.2395,6.38,1.195,0.4031,20,0.1107,135
Shahuindo,Suelo,Nivel de fondo,SUE-Cach59,813878,9159583,17 Sur,WGS84,2128,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,8112,5.834,100,98,1.08,0.4539,4.43,1.24,6152,20.07,,17.6,62,14,,1.1,38.4,537,,,,25656,9.56,1392,816,0.07,2.38,23.6,0.397,45.3,1912,2.55,17,0.3105,9.39,1519,0.6012,27,0.0763,132
Shahuindo,Suelo,Nivel de fondo,SUE-Cach60,813805,9159586,17 Sur,WGS84,2130,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,8162,6.549,101,97,0.804,0.3533,3.96,1.404,14929,21.03,,13.5,51,11,,0.94,57.5,815,,,,25437,7.23,1703,728,0.07,2.44,19.3,0.35,52.4,2273,2.14,39,0.2876,6.15,1365,0.6091,22,0.1102,155
Shahuindo,Suelo,Nivel de fondo,SUE-Cach61,813854,9159618,17 Sur,WGS84,2128,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,9420,5.465,113,99.5,0.777,0.34,3.35,1.547,18140,24.02,,12.7,46,11,,0.94,65.9,532,,,,25430,7.19,1938,753,0.06,2.92,19.2,0.4,60.2,2299,2.26,42,0.3087,6.4,1642,0.6325,26,0.1759,164
Shahuindo,Suelo,Nivel de fondo,SUE-Cach62,813818,9159633,17 Sur,WGS84,2133,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,9720,8.134,129,105,0.821,0.4415,4.17,1.768,20893,28.39,,11.9,41,11,,1,73.6,687,,,,25547,7.66,2182,729,0.06,3.26,18.6,0.428,72.9,2560,2.26,49,0.3421,5.94,1.685,0.7129,26,0.1645,185
Shahuindo,Suelo,Nivel de fondo,SUE-Cach63,813804,9159643,17 Sur,WGS84,2135,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,9764,6.672,126,99,0.844,0.3946,3.88,1.742,19258,27.92,,12.1,43,11,,1.1,69.3,568,,,,26126,8.08,2061,732,0.05,3.29,19.1,0.454,72.3,2248,2.49,47,0.3324,6.65,1887,0.6698,26,0.094,176
Shahuindo,Suelo,Nivel de fondo,SUE-Cach64,813859,9159670,17 Sur,WGS84,2132,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,9732,6.303,130,90.8,0.715,0.3673,3.27,1.806,21271,26.75,,12.1,41,11,,1.2,75.1,565,,,,25712,6.84,2174,758,0.05,3.28,18.7,0.44,76.2,2518,2.5,110,0.3169,6.63,1.748,0.6411,26,0.1109,187
Shahuindo,Suelo,Nivel de fondo,SUE-Cach65,813779,9159657,17 Sur,WGS84,2132,"Puntos ubicados en el área de nivel de fondo, caserío de Liclipampa Bajo, propiedad del Sr. Lázaro Marquina",Compuesto,Ninguno,Ninguno,5/18/17,8620,7.514,132,103,0.742,0.3745,3.65,1.775,18597,27.67,,11.5,40,9.8,,0.9,68.7,593,,,,25010,6.8,1906,809,0.05,3.42,18.4,0.482,66.9,2484,2.29,37,0.3447,6.17,1926,0.6736,25,0.1304,188
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 1,488746,9023009,18 Sur,WGS84,248,"Zona de monte (bosque primario), al este de la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/29/17,9878,"<0,0017","2,9","72,1","0,329","0,0495","0,585","0,0464",2307,"11,82",,"4,31","2,9","8,1",,"<0,01","11,8",136,"<5,00","<0,3","<5,00",10926,"5,04",1210,222,"<0,03","0,186","5,32","<0,006","7,3",623,"0,443",77,"0,0928","14,9","0,5219","0,1837",20,"<0,0017","16,8"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 10,488918,9022454,18 Sur,WGS84,247,"Zona de purma (bosque secundario), al este del caserío Aguaytillo, próximo al acceso a la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/28/17,9565,"<0,0017","2,6",375,"0,432","0,0613","0,866","0,1447",2940,"15,24",,"5,66","4,4","7,5",,"<0,01","19,6",142,"<5,00","<0,3","<5,00",13291,"7,05",1512,500,"<0,03","0,154",12,"<0,006","8,61",764,"0,472",100,"0,1184","25,7","0,74","0,3039",21,"<0,0017",22
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 11,488888,9022193,18 Sur,WGS84,295,"Zona de monte (bosque primario), al este del caserío Aguaytillo, próximo al acceso a la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/29/17,14032,"<0,0017","2,3",172,"0,587","0,0684","1,81","0,1614",4945,"23,04",,7,8,15,,"<0,01","16,6",275,"<5,00","<0,3","<5,00",20920,"11,9",3287,663,"<0,03","0,236","12,8","<0,006","8,39",1362,"1,31",109,"0,0972","50,4","1,3","0,3422",33,"<0,0017","38,4"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 12,489120,9022200,18 Sur,WGS84,264,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X).",Simple,ECA suelo 2017,Ninguno,5/29/17,13466,"<0,0017",2,"74,8","0,547","0,0568","0,758","0,1341",3955,"23,12",,"6,75","4,8",11,,"<0,01","9,22",149,"<5,00","<0,3","<5,00",16004,"7,36",1923,695,"<0,03","0,171","7,39","<0,006","9,21",777,"1,08",70,"0,1053","28,7","1,161","0,3859",31,"<0,0017","20,7"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 13,488517,9022602,18 Sur,WGS84,240,"Zona agrícola (cultivo de cacao), cerca de la ruta de acceso a la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/27/17,15024,"0,0081","5,3",112,"0,795","0,0847","0,989","0,2084",5651,"25,8",,"8,15","7,1",14,,"<0,01","13,6",206,"<5,00","<0,3","<5,00",18797,"10,2",2624,803,"<0,03","0,196","12,4","<0,006","12,3",1119,"1,65",93,"0,1218",16,"1,352","0,3023",31,"<0,0017","31,6"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 14,488609,9022169,18 Sur,WGS84,251,"Zona agrícola (pastizales), próximo al centro educativo del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/28/17,11806,"<0,0017","4,5",101,"0,496","0,0681","1,27","0,1857",27038,"22,89",,"7,77","8,9","9,2",,"<0,01","29,7",284,"<5,00","<0,3","<5,00",13751,"7,27",2653,337,"<0,03","0,234","9,73","<0,006","10,8",1338,"0,994",136,"0,1249","20,7","2,255","0,5916",22,"<0,0017","35,1"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 15,488787,9022818,18 Sur,WGS84,248,"Zona de monte (bosque primario), al sur de la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/29/17,14723,"<0,0017","4,4","85,9","0,645","0,0779","1,1","0,1951",5335,"27,22",,"8,14","6,2",13,,"<0,01","9,58",202,"<5,00","<0,3","<5,00",17774,"9,42",2765,817,"<0,04","0,224","10,6","<0,006","12,5",1095,"1,66",68,"0,1003","16,8","2,056","0,3155",32,"<0,0017","27,2"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 16,490768,9018387,18 Sur,WGS84,270,"Zona de purma de 7 años aproximado (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en la frontera entre el caserío Aguaytillo y Los Ángeles.",Simple,ECA suelo 2017,Ninguno,5/30/17,,"<0,0017","2,1",261,"0,437","0,0434","0,915","0,0715",3409,"13,56",,"6,15","5,7","7,6",,"<0,01","21,5",202,"<5,00","<0,3","<5,00",13638,"5,18",1514,734,"<0,03","0,357","5,52","<0,006","11,7",975,"0,565",74,"0,072",32,"0,3216","0,3031",25,"<0,0017","16,6"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 17,490735,9018662,18 Sur,WGS84,263,"Zona agrícola (cacao), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo",Simple,ECA suelo 2017,Ninguno,5/30/17,10379,"<0,0017",3,176,"0,422","0,0764","1,07","0,078",2581,"9,208",,"6,81","6,3","7,7",,"<0,01","25,7",191,"<5,00","<0,3","<5,00",13976,"7,74",1688,583,"<0,03","0,473","5,93","<0,006","15,8",1393,"0,417",91,"0,1014","23,1","0,5863","0,3024",24,"<0,0017",24
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 18,490338,9018791,18 Sur,WGS84,262,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo",Simple,ECA suelo 2017,Ninguno,5/30/17,9873,"<0,0017","3,7",195,"0,633","0,0648","1,32","0,238",4274,"16,52",,"5,45","6,8",11,,"<0,01","19,3",189,"<5,00","<0,3","<5,00",15423,"8,44",2203,566,"<0,03","0,295","9,73","<0,006","10,3",1362,"1,41",71,"0,0837","19,9","0,7153","0,2752",29,"<0,0017","25,5"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 19,490519,9019009,18 Sur,WGS84,265,"Zona de purma de 7 años aproximado (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X).",Simple,ECA suelo 2017,Ninguno,5/30/17,16318,"<0,0017","4,7",325,"0,757","0,097","2,47","0,1735",5656,"19,12",,"6,92",10,12,,"<0,06","25,4",214,"<5,00","<0,3","<5,00",18947,"12,2",3817,681,"<0,03","0,282","10,5","<0,006","13,8",2628,"1,17",104,"0,1301","16,8","1,544","0,2708",28,"<0,0017","35,7"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 2,488592,9023145,18 Sur,WGS84,243,"Zona de monte (bosque primario), al norte de la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/29/17,8628,"<0,0017","2,3",103,"0,384","0,0502","0,868","0,1271",2565,"15,03",,"5,46","4,5","7,7",,"<0,01","14,4",176,"<5,00","<0,3","<5,00",12721,"6,46",1534,526,"<0,03","0,17","6,83","<0,006","9,02",757,"0,528",77,"0,0748","33,5","0,5837","0,3124",22,"<0,0017","20,9"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 20,490211,9019337,18 Sur,WGS84,281,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/30/17,17347,"0,002",3,249,"0,805","0,1102","2,52","0,1593",5054,"21,28",,"6,96","9,5",14,,"<0,06","19,8",224,"<5,00","<0,3","<5,00",21958,"13,5",4226,476,"<0,03","0,388","11,4","<0,006","11,9",2965,"0,845",118,"0,1486","27,1","1,923","0,5192",29,"<0,0017","36,7"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 21,490315,9019406,18 Sur,WGS84,278,"Zona de purma de 7 años aproximado (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/30/17,10882,"<0,0017","1,2",396,"0,578","0,0602","1,25","0,0783",3449,"17,09",,"8,63","4,1","8,8",,"<0,01","19,6",178,"<5,00","<0,3","<5,00",14824,"6,72",2126,613,"<0,03","0,23","6,76","<0,006","12,3",1445,"0,857",74,"0,1002","22,2","0,8518","0,2802",24,"<0,0017","17,9"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 22,490019,9019651,18 Sur,WGS84,249,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/30/17,14617,"<0,0017",5,227,"0,672","0,0982","2,49","0,0939",3097,"15,6",,"8,23","9,5",12,,"<0,01","17,7",168,"<5,00","<0,3","<5,00",19063,12,3094,700,"<0,03","0,389","18,4","<0,006","13,4",2798,"0,623",85,"0,1341","28,8","1,244","0,2885",28,"<0,0017","32,4"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 23,489957,9019617,18 Sur,WGS84,256,"Zona de purma de 10 años aproximado (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/30/17,9707,"<0,0017","1,8",243,"0,591","0,0631","1,53","0,0566",2954,"14,6",,"4,31","4,4","6,8",,"<0,01","21,3",141,"<5,00","<0,3","<5,00",12168,"6,14",1880,258,"<0,03","0,372","6,53","<0,006","6,92",1480,"0,482",92,"0,0898","21,7","0,9778","0,2588",17,"<0,0017","15,6"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 24,489626,9019938,18 Sur,WGS84,225,"Zona de pasto, cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/31/17,16833,"<0,0017","5,2",144,"0,667","0,1041","1,93","0,0676",3176,"17,92",,"7,65","9,5",13,,"0,03","24,7",235,"<5,00","<0,3","<5,00",19115,"14,1",3160,418,"<0,03","0,432","9,75","<0,006","11,3",2571,"0,832",114,"0,1377","24,9","1,232","0,418",29,"<0,0017","35,4"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 25,489576,9019756,18 Sur,WGS84,224,"Zona de purma 20 años aproximados (bosque secundario), cerca al futuro ducto de transporte de crudo del Lote 131(locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/31/17,14821,"<0,0017","4,7",420,"0,736","0,1012","2,04","0,1544",5124,"19,62",,"9,99","8,9",12,,"0,02","55,2",350,"<5,00","<0,3","<5,00",19584,"11,4",2649,1174,"0,03","0,564","10,5","<0,006","21,8",1665,"1,11",113,"0,162","33,3","0,8563","0,4747",34,"<0,0017","54,4"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 26,489525,9020432,18 Sur,WGS84,293,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/31/17,15619,"<0,0017","1,9","79,5","0,591","0,0615","1,81","0,1657",9134,"22,44",,"5,9","7,3",13,,"<0,01",12,346,"<5,00","<0,3","<5,00",17857,"9,41",3061,682,"0,04","0,236",11,"<0,006","8,01",1154,"0,974",71,"0,0978","23,2","0,8864","0,323",30,"<0,0017","29,8"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 27,489234,9020580,18 Sur,WGS84,250,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/31/17,11368,"<0,0017","1,8","81,9","0,519","0,048","0,5","0,1072",3798,"19,91",,"5,05","3,2","8,8",,"0,01",11,143,"<5,00","<0,3","<5,00",12503,"5,39",1621,361,"<0,03","0,145","6,87","<0,006","7,91",617,"0,895",78,"0,1275","12,5","0,6979","0,1953",24,"<0,0017","16,2"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 28,488968,9021001,18 Sur,WGS84,263,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,5/31/17,14476,"<0,0017","2,7",196,"0,748","0,097","0,899","0,1252",6018,"26,52",,"7,86",12,12,,"0,06","32,2",241,"<5,00","<0,3","<5,00",20550,"9,37",2961,414,"<0,03","0,25","11,8","<0,006","10,7",1489,"1,46",75,"0,1188","11,9","1,677","0,3616",31,"<0,0017","35,7"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 29,488896,9020821,18 Sur,WGS84,250,Zona de agricultura (pastizal) cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.,Simple,ECA suelo 2017,Ninguno,5/31/17,10684,"<0,0017","2,1",133,"0,577","0,0665","1,16","0,065",3038,"23,41",,"9,27","8,4",12,,"<0,01","28,2",213,"<5,00","<0,3","<5,00",18869,"9,76",2418,339,"<0,03","0,296","12,5","<0,006","8,99",1335,"1,28",110,"0,0891","39,9","1,365","0,3568",31,"<0,0017","34,8"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 3,488386,9023055,18 Sur,WGS84,245,"Zona agrícola (cacao), al oeste de la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/28/17,6109,"<0,0017","1,3","57,7","0,368","0,0357","0,676","0,0723",2456,"14,88",,"5,2","4,2","6,5",,"<0,01","9,65",144,"<5,00","<0,3","<5,00",10039,"4,49",1101,274,"<0,03","0,117","5,75","<0,006","5,88",596,"0,692",85,"0,0584","26,6","0,7366","0,2719",16,"<0,0017",14
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 30,489013,9021142,18 Sur,WGS84,279,"Zona de monte (bosque primario), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,6/1/17,10868,"<0,0017","2,9",105,"0,635","0,0694","1,05","0,1841",3534,"22,46",,"8,61","6,3","8,7",,"<0,01","20,5",169,"<5,00","<0,3","<5,00",14023,7,1812,638,"<0,03","0,149","8,05","<0,006","12,1",1021,"0,823",71,"0,1267","24,5","0,9137","0,4013",23,"<0,0017","27,2"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 31,489077,9021417,18 Sur,WGS84,279,"Zona de agricultura (pastizal), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,6/1/17,12043,"<0,0017","2,6",138,"0,643","0,0596","0,909","0,2064",3913,"27,67",,"10,2","5,6",11,,"<0,01",13,197,"<5,00","<0,3","<5,00",16106,"7,56",1942,962,"<0,03","0,198","9,1","<0,006","14,9",959,"0,947",99,"0,1039","26,6","0,9439","0,3051",29,"<0,0017","26,1"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 32,489322,9021611,18 Sur,WGS84,268,"Zona de agricultura (pastizal), cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,6/1/17,15529,"<0,0017","1,3","75,4","0,404","0,0731","0,596","0,0344",4481,"11,83",,"4,57","3,1",12,,"<0,04","18,7",136,"<5,00","<0,3","<5,00",15469,"7,17",1736,174,"<0,03","0,154","8,98","<0,006","8,19",765,"0,324",97,"0,1386","11,4","1,338","0,2046",26,"<0,0017","27,1"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 33,489310,9021922,18 Sur,WGS84,297,"Pasto monteado de aproximadamente dos años, cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,6/1/17,18480,"<0,0017","2,2",158,"0,789","0,1125","1,68","0,0596",5098,"20,83",,"7,66","7,4",14,,"<0,09","26,2",192,"<5,00","<0,3","<5,00",22444,"12,9",3484,519,"<0,03","0,238",12,"<0,006","11,9",1819,"1,21",115,"0,158","30,8","2,263","0,3364",36,"<0,0017","39,6"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 34,489158,9021972,18 Sur,WGS84,282,"Pasto monteado de aproximadamente dos años, cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,6/1/17,12148,"<0,0017","2,8","77,7","0,512","0,0652","1,3","0,1823",8982,"23,98",,"17,4",14,14,,"<0,01","15,4",301,"<5,00","<0,3","<5,00",18750,"9,4",3042,578,"<0,03","0,356","15,6","<0,006","13,6",1293,"1,65",110,"0,0867","42,1","1,827","0,7878",35,"<0,0017","38,5"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 4,488308,9022903,18 Sur,WGS84,235,"Zona agrícola (cultivo de maíz), al oeste de la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/27/17,14345,"<0,0017","3,8",122,"0,553","0,0856","0,56","0,077",3476,"17,63",,"7,46","6,1",11,,"<0,01","21,7",210,"<5,00","<0,3","<5,00",17967,11,1989,790,"<0,03","0,285","8,74","<0,006",12,1012,"0,839",115,"0,1381",15,"1,033","0,4183",29,"<0,0017",29
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 5,488290,9022803,18 Sur,WGS84,233,"Zona agrícola (pastizal), al oeste de la locación SA2X",Simple,ECA suelo 2017,Ninguno,5/28/17,16708,"<0,0017","5,5",232,"0,913","0,1159","1,25","0,2786",7469,"30,54",,"9,02",11,13,,"<0,01","46,2",291,"52,3","<0,3",78,21463,"11,9",2897,1043,"<0,03","0,199",11,"<0,006","15,6",1472,"1,26",132,"0,1555","17,1","1,706","0,802",37,"<0,0017","53,6"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 6,488814,9022921,18 Sur,WGS84,252,"Zona de monte (bosque primario), al este de la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/29/17,14168,"<0,0017",5,108,"0,568","0,0898","0,688","0,1389",5229,"19,93",,"7,63","6,9",11,,"<0,01","24,1",172,"<5,00","<0,3","<5,00",18160,"8,46",2589,479,"<0,03","0,232","9,05","<0,006","12,6",1209,"0,833",95,"0,1176","11,1","1,462","0,3572",29,"<0,0017","32,4"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 7,488395,9022536,18 Sur,WGS84,236,"Zona agrícola (pastizal), cerca de la ruta de acceso a la locación SA2X.",Simple,ECA suelo 2017,Ninguno,5/27/17,8049,"0,0989",3,"98,9","0,4","0,0606","0,528","0,0658",1935,"12,11",,"7,09","3,9","6,6",,"<0,01","11,2",218,"<5,00","<0,3","<5,00",13072,"5,86",1029,578,"<0,03","0,247","4,2","<0,006","17,5",600,"0,525",106,"0,1073",22,"0,3963","0,3357",23,"<0,0017","18,9"
Lote 131,Suelo,Nivel de fondo,SUE-AGUAY 8,489392,9022008,18 Sur,WGS84,262,"Pasto monteado de aproximadamente dos años, cerca al futuro ducto de transporte de crudo del Lote 131 (locación SA2X) en terrenos del caserío Aguaytillo.",Simple,ECA suelo 2017,Ninguno,6/1/17,13066,"<0,0017","5,3","85,6","0,447","0,0577","1,65","0,2918",47280,"20,58",,"5,4","8,4","9,7",,"<0,01","35,2",236,"<5,00","<0,3","<5,00",13912,"7,81",2756,532,"<0,03","0,159","8,38","<0,006","8,24",1313,"1,28",86,"0,0832",20,"1,171","0,2897",25,"<0,0017",26
