Nombre de la Evaluación,NOMBRE,FECHA,LOCALIDAD,METODOLOGIA,CIENCIA,ESTUDIO,ESPECIE,GENERO,FAMILIA,ORDEN,CLASE,PHYLUM,REINO
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cordia ucayaliensis,Cordia,Boraginaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Drypetes amazonica,Drypetes,Putranjivaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Dussia tessmannii,Dussia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ficus insignis,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ficus maxima,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ficus sp. 1,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea fistulosa,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea grandifolia,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea pterorhachis,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guazuma ulmifolia,Guazuma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Hasseltia floribunda,Hasseltia,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Huertea glandulosa,Huertea,Staphylaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,No determinado 42,No determinado,No determinado,No determinado,No determinado,No determinado,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Inga ruiziana,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Iriartea deltoidea,Iriartea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Jacaratia digitata,Jacaratia,Caricaceae,Brassicales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lecointea amazonica,Lecointea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lecointea peruviana,Lecointea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,No determinado 44,No determinado,No determinado,No determinado,No determinado,No determinado,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Licaria pucheri,Licaria,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus glabrescens,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus sp. 1,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus spiciflorus,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-04,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lunania parviflora,Lunania,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Matisia cordata,Matisia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ochroma pyramidale,Ochroma,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Posoqueria maxima,Posoqueria,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pourouma cecropiifolia,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pouteria engleri,Pouteria,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pterocarpus rohrii,Pterocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Schefflera morototoni,Schefflera,Araliaceae,Apiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Tabebuia serratifolia,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Tachigali chrysaloides,Tachigali,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Terminalia oblonga,Terminalia,Combretaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Allophylus divaricatus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Apeiba membranacea,Apeiba,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ardisia nigroviren,Ardisia,Primulaceae,Ericales,Magnoliopsida,Spermatophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Bactris gasipaes,Bactris,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cecropia membranacea,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cecropia sp. 1,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cecropia sp. 2,Cecropia,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Chimarrhis hookeri,Chimarrhis,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cordia alliodora,Cordia,Boraginaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Croton lechleri,Croton,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cupania cinerea,Cupania,Sapindaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Fabacea sp. 2,Fabacea,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ficus maxima,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea guidonia,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Inga edulis,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Inga ruiziana,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-05,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus glabrescens,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Macrocnemum roseum,Macrocnemum,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Macrolobium suaveloens,Macrolobium,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Matisia cordata,Matisia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Nectandra sp. 1,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Nectandra sp. 2,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Nectandra turbacensis,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ocotea cernua,Ocotea,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Onychopetalum periquino,Onychopetalum,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Otoba glycycarpa,Otoba,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Otoba parvifolia,Otoba,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Oxandra espintana,Oxandra,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pachira aquatica,Pachira,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pentagonia parvifolia,Pentagonia,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Platymiscium pinnatum,Platymiscium,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Poulsenia armata,Poulsenia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pourouma bicolor,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pourouma cecropiifolia,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pouteria durlandii,Pouteria,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pouteria trilocularis,Pouteria,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pseudolmedia laevis,Pseudolmedia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pterocarpus rohrii,Pterocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ruizodendrum ovale,Ruizodendrum,Annonaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Sloanea guianensis,Sloanea,Elaeocarpaceae,Oxalidales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Sloanea sp. 1,Sloanea,Elaeocarpaceae,Oxalidales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Sorocea pileata,Sorocea,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Sterculia rebeccae,Sterculia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Swartzia arborescens,Swartzia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Swartzia myrtifolia,Swartzia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Terminalia oblonga,Terminalia,Combretaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Tetragastris pana,Tetragastris,Burseraceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Trichilia elegans,Trichilia,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Trichilia poeppigi,Trichilia,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Urera caracasana,Urera,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Virola flexuosa,Virola,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Agonandra silvatica,Agonandra,Opiliaceae,Santalales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Allophylus floribundus,Allophylus,Sapindaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ampelocera edentula,Ampelocera,Ulmaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Apeiba membranacea,Apeiba,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Astrocaryum murumuru,Astrocaryum,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Bathysa peruviana,Bathysa,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Batocarpus costaricensis,Batocarpus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Brosimum lactescens,Brosimum,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Brosimum utile,Brosimum,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cathedra acuminata,Cathedra,Olacaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cavanillesia umbellata,Cavanillesia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Celtis schippii,Celtis,Cannabaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Chrysochlamys ulei,Chrysochlamys,Clusiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Chrysophyllum venezuelanense,Chrysophyllum,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Clarisia biflora,Clarisia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Clarisia ilicifolia,Clarisia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Cordia alliodora,Cordia,Boraginaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Croton tessmannii,Croton,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Dalbergia sp. 1,Dalbergia,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Dulacia guianensis,Dulacia,Olacaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Erythroxylum microphyllum,Erythroxylum,Erythroxylaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Eugenia longicuspis,Eugenia,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Eugenia schunkei,Eugenia,Myrtaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ficus sp. 2,Ficus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea gomma,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea kunthiana,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Guarea pterorhachis,Guarea,Meliaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Heisteria acuminata,Heisteria,Olacaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Helicostylis scabra,Helicostylis,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Hyeronima alchorneoides,Hyeronima,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,No determinado 42,No determinado,No determinado,No determinado,No determinado,No determinado,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Inga sp. 2,Inga,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Iriartea deltoidea,Iriartea,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Jacaratia digitata,Jacaratia,Caricaceae,Brassicales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Licania apetala,Licania,Chrysobalanaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus sp. 1,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-A,-,Aguaytillo,Parcelas por árboles,Botánica,-,Lonchocarpus sp. 3,Lonchocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Macrolobium bifolium,Macrolobium,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Macrolobium suaveloens,Macrolobium,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Manilkara bidentata,Manilkara,Sapotaceae,Ericales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Maquira calophylla,Maquira,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Marila tomentosa,Marila,Calophyllaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Matisia cordata,Matisia,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Nectandra pulverulenta,Nectandra,Lauraceae,Laurales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Oenocarpus bataua,Oenocarpus,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Ormosia coccinea,Ormosia,Tipulidae,Diptera,Insecta,Arthropoda,Animalia
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Otoba parvifolia,Otoba,Myristicaceae,Magnoliales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pentagonia parvifolia,Pentagonia,Rubiaceae,Gentianales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Poulsenia armata,Poulsenia,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pourouma cecropiifolia,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pourouma minor,Pourouma,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Pterocarpus rohrii,Pterocarpus,Fabaceae,Fabales,Eudicotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Sapium glandulosum,Sapium,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Spondias mombin,Spondias,Anacardiaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Tabebuia sp. 1,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Tapirira guianensis,Tapirira,Anacardiaceae,Sapindales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Terminalia amazonia,Terminalia,Combretaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Terminalia oblonga,Terminalia,Combretaceae,Myrtales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Tetrathylacium macrophyllum,Tetrathylacium,Salicaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Urera caracasana,Urera,Urticaceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Acalypha diversifolia,Acalypha,Euphorbiaceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Apeiba membranacea,Apeiba,Malvaceae,Malvales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Astrocaryum murumuru,Astrocaryum,Arecaceae,Arecales,Monocotyledoneae,Angiospermae,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Batocarpus costaricensis,Batocarpus,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Brosimum utile,Brosimum,Moraceae,Rosales,Magnoliopsida,Magnoliophyta,Plantae
Lote 131,FL-07-B,-,Aguaytillo,Parcelas por árboles,Botánica,-,Caryocar glabrum,Caryocar,Caryocaraceae,Malpighiales,Magnoliopsida,Magnoliophyta,Plantae
