Nombre de evaluación,Componente ambiental,matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aceites y grasas,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Caudal,Cerio,Cianuro libre,Cianuro Total,Cianuro Wad,Clorofila a,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fosfatos,Fósforo,Fósforo disuelto,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N) + Nitritos (NO2-N),Nitratos (NO3-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrogeno,Potencial de Neutralización Sobek,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Suspendidos Totales (SST),Sólidos Disueltos Totales (SDT),Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD_,4-4῾DDE_,4-4῾DDT_,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,Nitritos (NO2-N),"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-49,794115,9225510,17 Sur,WGS84,3688,"Afloramiento Las Vizcachas, aproximadamente a 470 m al noreste de la I.E. N.° 82960 del caserío Chamcas.",Simple,ECA agua 2015 y 2017,OD,17/03/2018,,0.18,0.019,,<0.00004,<0.00004,<0.00003,<0.00003,0.01,0.0097,<0.00002,<0.00002,51.4,<0.00002,<0.00002,0.008,<0.002,<0.00001,<0.00001,12.09,11.56,,,,,,,,0.105,<0.00001,<0.00001,<0.00003,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0306,0.0273,,<0.015,<0.015,,,,0.0354,0.0124,<0.0001,<0.0001,2.071,1.96,0.0009,0.0009,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.035,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.25,0.25,0,,0,<0.0004,<0.0004,,,1.218,1.189,<2,49,,2.041,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-50,793699,9226223,17 Sur,WGS84,3693,"Afloramiento El Duende, ubicado aproximadamente a 212 m al sur del canal de agua para uso agrario del caserío Guagayoc.",Simple,ECA agua 2015 y 2017,"pH, OD y Fe",22/03/2018,,0.322,0.039,,<0.00004,<0.00004,<0.00003,<0.00003,0.0151,0.0122,<0.00002,<0.00002,19.6,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,5.61,5.4,,,,,,,,0.067,<0.00001,<0.00001,0.01952,0.00495,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0149,0.0142,,0.026,<0.015,,,,0.7119,0.0462,<0.0001,<0.0001,0.778,0.722,0.04251,0.01283,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,0.571,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.37,0.24,0,,,<0.0004,<0.0004,,,0.61,0.594,22,24,,2.748,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-51,793918,9225332,17 Sur,WGS84,3655,"Afloramiento La Totora, aproximadamente a 265 m al este de la I.E. N.° 82960 del caserío Chamcas.",Simple,ECA agua 2015 y 2017,OD y Fe,17/03/2018,,0.047,0.017,,<0.00004,<0.00004,<0.00003,<0.00003,0.0611,0.0541,<0.00002,<0.00002,69.7,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,26.27,24.19,,,,,,,,0.359,<0.00001,<0.00001,0.00046,0.00046,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0282,0.0271,,0.038,<0.015,,,,0.3002,0.0525,0.0014,0.0014,3.543,3.238,0.02518,0.02251,<0.00003,<0.00003,,<0.00002,<0.00002,0.0009,<0.0002,,<0.035,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.45,0.35,0,,0,<0.0004,<0.0004,,,0.445,0.737,3,108,,21.27,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-53,793829,9225255,17 Sur,WGS84,3628,"Afloramiento La Totora II, aproximadamente a 250 m al sureste de la I.E. N.° 82960 del caserío Chamcas.",Simple,ECA agua 2015 y 2017,Fe,17/03/2018,,0.12,0.01,,<0.00004,<0.00004,<0.00003,<0.00003,0.0076,0.0076,<0.00002,<0.00002,48.1,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,15.86,15.86,,,,,,,,1.303,<0.00001,<0.00001,0.00051,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0292,0.0286,,0.064,<0.015,,,,0.2288,0.0131,0.0026,0.0025,1.758,1.758,0.0042,0.0042,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,22.931,,,0,,<0.000003,<0.000003,0.0004,<0.0002,0.66,0.54,0,,0,<0.0004,<0.0004,,,1.57,1.527,5,70,,7.504,,,<0.00002,<0.00002,0,0.0015,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-54,793901,9226390,17 Sur,WGS84,3946,"Afloramiento El Quishuar I, ubicado aproximadamente a 45 m al sur del canal de agua para uso agrario del caserío Guagayoc.",Simple,ECA agua 2015 y 2017,Ninguno,22/03/2018,,0.109,<0.002,,<0.00004,<0.00004,<0.00003,<0.00003,0.0219,0.0183,<0.00002,<0.00002,111.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,32.11,28.97,,0,,,,,,0.089,<0.00001,<0.00001,<0.00003,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0589,0.0546,,0.033,<0.015,,,,0.1664,<0.0004,<0.0001,<0.0001,2.382,2.185,0.00127,0.00127,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,1.253,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.43,0.24,0,,,<0.0004,<0.0004,,,1.098,1.048,20,116,,6.606,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-55,793798,9225224,17 Sur,WGS84,3631,"Afloramiento La Totora III, aproximadamente a 270 m al sureste de la I.E. N.° 82960 del caserío Chamcas.",Simple,ECA agua 2015 y 2017,Fe,17/03/2018,,0.218,0.013,,<0.00004,<0.00004,<0.00003,<0.00003,0.0131,0.0117,<0.00002,<0.00002,108.6,<0.00002,<0.00002,0.008,<0.002,<0.00001,<0.00001,34.15,33.05,,,,,,,,7.163,<0.00001,<0.00001,0.0004,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0624,0.0586,,0.086,<0.015,,,,0.3372,0.0435,0.0017,0.0014,2.131,2.131,0.02191,0.01403,<0.00003,<0.00003,,<0.00002,<0.00002,0.0012,<0.0002,,1.319,,,0,,<0.000003,<0.000003,0.0004,<0.0002,0.62,0.54,0,,0,<0.0004,<0.0004,,,3.744,3.708,6,136,,6.305,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-56,794181,9226636,17 Sur,WGS84,3768,"Afloramiento El Quishuar II, ubicado aproximadamente a 5 m del canal de agua para uso agrario del caserío Guagayoc.",Simple,ECA agua 2015 y 2017,Ninguno,22/03/2018,,0.134,0.134,,<0.00004,<0.00004,<0.00003,<0.00003,0.0176,0.016,<0.00002,<0.00002,66.4,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,18.97,16.54,,,,,,,,0.341,<0.00001,<0.00001,<0.00003,0.0206,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.033,0.0297,,<0.015,<0.015,,,,0.1222,0.1222,<0.0001,<0.0001,2.383,2.078,0.00078,0.00183,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,1.12,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.15,0.15,0,,0,<0.0004,<0.0004,,,0.654,0.604,3,76,,8.629,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-58,794290,9226618,17 Sur,WGS84,3751,"Afloramiento El Quishuar III, ubicado aproximadamente a 340 m al suroeste de la captación de agua para uso agrario del caserío Guagayoc.",Simple,ECA agua 2015 y 2017,pH,22/03/2018,,<0.002,<0.002,,<0.00004,<0.00004,<0.00003,<0.00003,0.0138,0.0131,<0.00002,<0.00002,9.4,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,4.55,4.2,,0,,,,,,0.078,<0.00001,<0.00001,<0.00003,0.00201,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0236,0.0214,,<0.015,<0.015,,,,<0.0004,<0.0004,<0.0001,<0.0001,1.276,1.177,<0.00003,0.00251,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,1.018,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.28,0.26,0,,0,<0.0004,<0.0004,,,0.421,0.421,<2,28,,9.089,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-61,794844,9226261,17 Sur,WGS84,3854,Afloramiento ubicado aproximadamente a 210 m al suroeste de la laguna Seca en el caserío Chamcas.,Simple,ECA agua 2015 y 2017,pH y OD,19/03/2018,,0.385,0.022,,<0.00004,<0.00004,<0.00003,<0.00003,0.0046,0.0018,<0.00002,<0.00002,28.7,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,6.12,5.56,,,,,,,,<0.061,<0.00001,<0.00001,0.00051,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0414,0.0368,,0.048,<0.015,,,,0.2621,0.0287,<0.0001,<0.0001,0.986,0.934,0.00391,0.00245,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,0.031,,,0,,<0.000003,<0.000003,0.0006,<0.0002,0.3,0.15,0,,0,<0.0004,<0.0004,,,1.39,1.39,6,24,,0.618,,,<0.00002,<0.00002,0,0.0018,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-62,794528,9226900,17 Sur,WGS84,3786,"Afloramiento El Quishuar IV, ubicado aproximadamente a 110 m al noroeste de la captación de agua para uso agrario del caserío Guagayoc.",Simple,ECA agua 2015 y 2017,pH,22/03/2018,,0.838,0.72,,<0.00004,<0.00004,<0.00003,<0.00003,0.0108,0.0104,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.89,0.35,,,,,,,,<0.061,0.0013,0.00116,0.00977,0.00977,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0017,0.0017,,<0.015,<0.015,,,,0.0401,0.0401,<0.0001,<0.0001,0.172,0.169,0.0445,0.04166,<0.00003,<0.00003,,<0.00002,<0.00002,0.0013,<0.0002,,0.336,,,0,,<0.000003,<0.000003,0.0011,<0.0002,0.17,0.11,0,,0,<0.0004,<0.0004,,,<0.006,<0.006,<2,24,,5.693,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0237,0.0237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-63,794955,9226278,17 Sur,WGS84,3878,Afloramiento ubicado aproximadamente a 135 m al sur de la laguna Seca en el caserío Chamcas.,Simple,ECA agua 2015 y 2017,pH y OD,19/03/2018,,0.025,0.015,,<0.00004,<0.00004,<0.00003,<0.00003,0.0027,0.0025,<0.00002,<0.00002,27.7,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,6.23,5.97,,,,,,,,0.072,<0.00001,<0.00001,0.00064,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0382,0.0355,,0.032,<0.015,,,,0.0187,0.0131,<0.0001,<0.0001,0.926,0.892,0.00081,0.00081,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.23,0.19,0,,0,<0.0004,<0.0004,,,1.461,1.446,<2,26,,1.634,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-67,795010,9226324,17 Sur,WGS84,3893,Afloramiento ubicado aproximadamente a 110 m al sureste de la laguna Seca en el caserío Chamcas.,Simple,ECA agua 2015 y 2017,pH y OD,19/03/2018,,0.051,0.018,,<0.00004,<0.00004,<0.00003,<0.00003,0.0047,0.0039,<0.00002,<0.00002,18.8,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,5.31,4.87,,,,,,,,<0.061,<0.00001,<0.00001,0.00038,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0355,0.0325,,0.047,<0.015,,,,0.0673,0.0235,0.0015,0.0014,0.933,0.877,0.00696,0.00513,<0.00003,<0.00003,,<0.00002,<0.00002,0.0008,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,0.0009,<0.0002,0.27,0.18,0,,0,<0.0004,<0.0004,,,1.548,1.499,<2,25,,6.061,,,<0.00002,<0.00002,0,0.0013,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-73,794173,9226157,17 Sur,WGS84,3707,Afloramiento ubicado aproximadamente a 760 m al suroeste de la captación de agua para uso agrario del caserío Guagayoc.,Simple,ECA agua 2015 y 2017,pH y OD,19/03/2018,,0.037,0.016,,<0.00004,<0.00004,<0.00003,<0.00003,0.0089,0.0078,<0.00002,<0.00002,16.8,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,3.29,3.29,,,,,,,,0.075,<0.00001,<0.00001,0.00088,0.00051,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0244,0.0244,,0.035,<0.015,,,,0.1602,0.0588,<0.0001,<0.0001,0.962,0.962,0.01479,0.01299,<0.00003,<0.00003,,<0.00002,<0.00002,0.0005,<0.0002,,0.398,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.44,0.41,0,,0,<0.0004,<0.0004,,,1.04,1.04,<2,17,,0.55,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MANA-75,795061,9227227,17 Sur,WGS84,3805,Afloramiento ubicado aproximadamente a 80 m al suroeste de la garita de control (Bravo 4) del PM El Galeno.,Simple,ECA agua 2015 y 2017,pH y Cu,22/03/2018,,0.637,0.54,,<0.00004,<0.00004,<0.00003,<0.00003,0.0101,0.0095,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.64,0.64,,0,,,,,,<0.061,0.00187,0.00159,0.5745,0.49798,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0035,0.0035,,<0.015,<0.015,,,,0.2919,0.224,<0.0001,<0.0001,0.136,0.136,0.01366,0.01217,<0.00003,<0.00003,,<0.00002,<0.00002,0.0009,<0.0002,,0.447,,,0,,<0.000003,<0.000003,0.0018,0.0012,0.38,0.33,0,,0,<0.0004,<0.0004,,,0.168,0.168,<2,17,,5.29,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.028,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua subterránea,Agua subterránea de manantial,MProp1,798003,9228931,17 Sur,WGS84,3784,Afloramiento ubicado aproximadamente a 420 m al noreste de la I.E. N.° 821461 del caserío Santa Rosa de Milpo.,Simple,ECA agua 2015 y 2017,Ninguno,12/03/2018,,0.063,0.033,,<0.00004,<0.00004,<0.00003,<0.00003,0.0108,0.0106,<0.00002,<0.00002,101,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,31.26,30.5,,,,,,,,<0.061,<0.00001,<0.00001,0.00049,0.00049,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.088,0.088,,0.039,<0.015,,,,0.1049,0.0942,<0.0001,<0.0001,1.209,1.209,0.01121,0.00847,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,0.0005,<0.0002,0.11,0.04,0,,,<0.0004,<0.0004,,,0.524,0.524,<2,118,,0.965,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,Q s/n 2,793986,9227082,17 Sur,WGS84,3882,"Quebrada sin nombre, aproximadamente a 2 m de la margen derecha de la trocha que une la garita de control (Bravo 4) con el caserío Yerba Buena Alta.",Simple,ECA agua 2015 y 2017,Ninguno,22/03/2018,,0.114,0.114,,<0.00004,<0.00004,<0.00003,<0.00003,0.0045,0.004,<0.00002,<0.00002,3.8,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.31,1.25,,0,,,,,,<0.061,<0.00001,<0.00001,0.00183,0.00182,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0058,0.0058,,0.03,<0.015,,,,0.3216,0.1823,<0.0001,<0.0001,0.319,0.31,0.01718,0.01528,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,0.018,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.11,<0.04,0,,0,<0.0004,<0.0004,,,0.155,0.155,<2,7,,1.763,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCham1,794327,9226237,17 Sur,WGS84,3744,"Quebrada Chamcas, aproximadamente a 200 m antes de la confluencia con la quebrada Kerosene.",Simple,ECA agua 2015 y 2017,Ninguno,20/03/2018,,0.136,0.089,,<0.00004,<0.00004,<0.00003,<0.00003,0.0036,0.0027,<0.00002,<0.00002,6.4,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.36,1.26,,0,,,,,,<0.061,<0.00001,<0.00001,0.0043,0.0043,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0097,0.0088,,0.04,<0.015,,,,0.1596,0.1207,<0.0001,<0.0001,0.285,0.277,0.00306,0.0025,<0.00003,<0.00003,,<0.00002,<0.00002,0.0009,<0.0002,,0.018,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.26,0.16,0,,0,<0.0004,<0.0004,,,0.41,0.41,<2,6,,0.578,,,<0.00002,<0.00002,0,0.0013,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QCham2,793719,9225856,17 Sur,WGS84,3578,"Quebrada Chamcas, aproximadamente a 200 m después de la confluencia con la quebrada Kerosene.",Simple,ECA agua 2015 y 2017,Ninguno,20/03/2018,,0.103,0.075,,<0.00004,<0.00004,<0.00003,<0.00003,0.0087,0.0078,<0.00002,<0.00002,17,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,5.8,5.49,,0,,,,,,<0.061,<0.00001,<0.00001,0.03131,0.02331,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0168,0.0166,,<0.015,<0.015,,,,0.1354,0.0646,<0.0001,<0.0001,0.735,0.735,0.01029,0.0079,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,0.155,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.33,0.3,0,,0,<0.0004,<0.0004,,,0.513,0.513,<2,6,,4.533,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QChup-01,794040,9226418,17 Sur,WGS84,3716,"Quebrada Chupicario, aproximadamente a 650 m al suroeste de la captación de agua para uso agrario del caserío Guagayoc.",Simple,ECA agua 2015 y 2017,pH (2017),22/03/2018,,0.196,0.08,,<0.00004,<0.00004,<0.00003,<0.00003,0.0095,0.0084,<0.00002,<0.00002,1.3,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.54,1.54,,,,,,,,<0.061,0.00097,0.00085,0.10642,0.08799,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0079,0.0079,,0.054,<0.015,,,,0.1478,0.0645,<0.0001,<0.0001,0.369,0.369,0.01989,0.01778,<0.00003,<0.00003,,0.00053,<0.00002,0.0014,0.0005,,0.27,,,0,,<0.000003,<0.000003,0.0005,<0.0002,0.45,0.4,0,,0,<0.0004,<0.0004,,,0.266,0.266,<2,10,,3.46,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QD1,795126,9227265,17 Sur,WGS84,3806,"Quebrada sin nombre, aproximadamente a 10 m al sur de la garita de control (Bravo 4) del PM El Galeno.",Simple,ECA agua 2015 y 2017,pH yCu,20/03/2018,,0.633,0.575,,<0.00004,<0.00004,<0.00003,<0.00003,0.0121,0.0121,<0.00002,<0.00002,4.8,<0.00002,<0.00002,<0.002,<0.002,0.00032,0.00032,0.58,0.58,,0,,,,,,<0.061,0.00221,0.00221,0.48924,0.46623,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0047,0.0047,,<0.015,<0.015,,,,0.1421,0.1281,<0.0001,<0.0001,0.177,0.177,0.0172,0.0172,<0.00003,<0.00003,,<0.00002,<0.00002,0.0013,0.0013,,0.611,,,0,,<0.000003,<0.000003,0.0012,0.0011,0.71,0.71,0,,,<0.0004,<0.0004,,,0.29,0.491,<2,16,,5.504,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0299,0.0299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QD2,795076,9227220,17 Sur,WGS84,3803,"Quebrada sin nombre, aproximadamente a 70 m al suroeste de la garita de control (Bravo 4) del PM El Galeno.",Simple,ECA agua 2015 y 2017,pH yCu,20/03/2018,,0.693,0.633,,<0.00004,<0.00004,0.00042,<0.00003,0.0111,0.0111,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,0.00038,<0.00001,0.67,0.62,,,,,,,,<0.061,0.00202,0.00202,0.5301,0.517,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0043,0.0038,,<0.015,<0.015,,,,0.2916,0.2078,<0.0001,<0.0001,0.153,0.148,0.01636,0.01527,<0.00003,<0.00003,,0.00013,<0.00002,0.0012,0.0011,,0.549,,,0,,<0.000003,<0.000003,0.002,0.0013,0.41,0.41,0,,,<0.0004,<0.0004,,,0.22,0.22,<2,16,,4.149,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0331,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
